ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,LoanSource
Nhaheun-72_seed-1,,Nhaheun,72_seed,khɨəŋ dɔʔ,khɨəŋ dɔʔ,,,Peiros2004a,,false,
Jru-72_seed-1,,Jru,72_seed,hŋkuŋ,hŋkuŋ,,,Peiros2004a,,false,
Tariang-72_seed-1,,Tariang,72_seed,lɔŋ,lɔŋ,,,Peiros2004a,,false,
Kantu-72_seed-1,,Kantu,72_seed,kəlɔŋ ʔəma,kəlɔŋ ʔəma,,,Peiros2004a,,false,
Katu-72_seed-1,,Katu,72_seed,kalâŋ,kalâŋ,,,Peiros2004a,,false,
Dakkang-72_seed-1,,Dakkang,72_seed,kəlɔŋ,kəlɔŋ,,,Peiros2004a,,false,
LaoKatu-72_seed-1,,LaoKatu,72_seed,kəlɔŋ,kəlɔŋ,,,Peiros2004a,,false,
Pakoh-72_seed-1,,Pakoh,72_seed,mma,mma,,,Peiros2004a,,false,
Taoih-72_seed-1,,Taoih,72_seed,kəllɔŋ ma,kəllɔŋ ma,,,Peiros2004a,,false,
Ong-72_seed-1,,Ong,72_seed,sak,sak,,,Peiros2004a,,false,
Taoi-72_seed-1,,Taoi,72_seed,klɔŋ.C,klɔŋ.C,,,Peiros2004a,,false,
Nge-72_seed-1,,Nge,72_seed,kalɔŋ,kalɔŋ,,,Peiros2004a,,false,
Kui-72_seed-1,,Kui,72_seed,klâŋ.N,klâŋ.N,,,Peiros2004a,,false,
Neu-72_seed-1,,Neu,72_seed,klɔŋ,klɔŋ,,,Peiros2004a,,false,
Bru-72_seed-1,,Bru,72_seed,klâŋ.N,klâŋ.N,,,Peiros2004a,,false,
BruVK-72_seed-1,,BruVK,72_seed,klâŋ,klâŋ,,,Peiros2004a,,false,
Mak-72_seed-1,,Mak,72_seed,klɔŋ,klɔŋ,,,Peiros2004a,,false,
So-72_seed-1,,So,72_seed,klɔŋ,klɔŋ,,,Peiros2004a,,false,
Tri-72_seed-1,,Tri,72_seed,âk,âk,,,Peiros2004a,,false,
Nyakur-72_seed-1,,Nyakur,72_seed,klɔŋ,klɔŋ,,,Peiros2004a,,false,
Mon-72_seed-1,,Mon,72_seed,ma,ma,,,Peiros2004a,,false,
Semelai-72_seed-1,,Semelai,72_seed,bənih,bənih,,,Peiros2004a,,true,MALAY
SemoqBeri-72_seed-1,,SemoqBeri,72_seed,mat,mat,,,Peiros2004a,,false,
Kensiw-72_seed-1,,Kensiw,72_seed,met,met,,,Peiros2004a,,false,
Jahai-72_seed-1,,Jahai,72_seed,mit ʔhəj,mit ʔhəj,,,Peiros2004a,,false,
JahHut-72_seed-1,,JahHut,72_seed,hulas ,hulas,,,Peiros2004a,,false,
Semai-72_seed-1,,Semai,72_seed,sip,sip,,,Peiros2004a,,false,
Temiar-72_seed-1,,Temiar,72_seed,mad,mad,,,Peiros2004a,,false,
Khmer-72_seed-1,,Khmer,72_seed,grap,grap,,,Peiros2004a,,false,
KSurin-72_seed-1,,KSurin,72_seed,krɨəp,krɨəp,,,Peiros2004a,,false,
ChongH-72_seed-1,,ChongH,72_seed,chak.A,chak.A,,,Peiros2004a,,false,
Chong-72_seed-1,,Chong,72_seed,chak.A,chak.A,,,Peiros2004a,,false,
Samre-72_seed-1,,Samre,72_seed,met.A chanak.A,met.A chanak.A,,,Peiros2004a,,false,
PhongV-72_seed-1,,PhongV,72_seed,hɛk.21,hɛk.21,,,Peiros2004a,,false,
Tuum-72_seed-1,,Tuum,72_seed,hɛc.212,hɛc.212,,,Peiros2004a,,false,
Liha-72_seed-1,,Liha,72_seed,cɔoŋ.24,cɔoŋ.24,,,Peiros2004a,,true,TAI
Cuoi-72_seed-1,,Cuoi,72_seed,hɛc.31 câŋ.24,hɛc.31 câŋ.24,,,Peiros2004a,,false,
Vietnamese-72_seed-1,,Vietnamese,72_seed,hạt,hạt,,,Peiros2004a,,false,
MuongKoi-72_seed-1,,MuongKoi,72_seed,hot.5,hot.5,,,Peiros2004a,,false,
ThoMon-72_seed-1,,ThoMon,72_seed,hot.34 coŋ.34,hot.34 coŋ.34,,,Peiros2004a,,false,
Ruc-72_seed-1,,Ruc,72_seed,kaʒaŋ.3,kaʒaŋ.3,,,Peiros2004a,,false,
Arem-72_seed-1,,Arem,72_seed,(alAʔ) ɲcèh,ɲcèh,,,Peiros2004a,,false,
KhaPhong-72_seed-1,,KhaPhong,72_seed,kazaŋ.33ʔ,kazaŋ.33ʔ,,,Peiros2004a,,false,
Malieng-72_seed-1,,Malieng,72_seed,hat.52,hat.52,,,Peiros2004a,,true,VN
ThavungSo-72_seed-1,,ThavungSo,72_seed,khalɔŋ.3,khalɔŋ.3,,,Peiros2004a,,false,
Thavung-72_seed-1,,Thavung,72_seed,haʔlɔʔ.B,haʔlɔʔ.B,,,Peiros2004a,,false,
Mang-72_seed-1,,Mang,72_seed,pli.35,pli.35,,,Peiros2004a,,false,
Paliu-72_seed-1,,Paliu,72_seed,čən.55 cak.31,čən.55 cak.31,,,Peiros2004a,,false,
Bugan-72_seed-1,,Bugan,72_seed,mou.33,mou.33,,,Peiros2004a,,false,
Khmu-72_seed-1,,Khmu,72_seed,klɔŋ,klɔŋ,,,Peiros2004a,,false,
KxinhMul-72_seed-1,,KxinhMul,72_seed,səmal.35,səmal.35,,,Peiros2004a,,false,
Khang-72_seed-1,,Khang,72_seed,plɛ.33 cɨɔ.31 ,plɛ.33 cɨɔ.31,,,Peiros2004a,,false,
Bit-72_seed-1,,Bit,72_seed,ʔuan,ʔuan,,,Peiros2004a,,false,
Mlabri-72_seed-1,,Mlabri,72_seed,pleʔ,pleʔ,,,Peiros2004a,,false,
Pray-72_seed-1,,Pray,72_seed,phran saʔ,phran saʔ,,,Peiros2004a,,false,
Phong-72_seed-1,,Phong,72_seed,kloŋ,kloŋ,,,Peiros2004a,,false,
Iduh-72_seed-1,,Iduh,72_seed,klûŋ,klûŋ,,,Peiros2004a,,false,
Hu-72_seed-1,,Hu,72_seed,sa.33 mal.33,sa.33 mal.33,,,Peiros2004a,,false,
Khamet-72_seed-1,,Khamet,72_seed,ćə.11,ćə.11,,,Peiros2004a,,true,-129
Khme-72_seed-1,,Khme,72_seed,ćə.31 ,ćə.31,,,Peiros2004a,,false,
Shuangdiang-72_seed-1,,Shuangdiang,72_seed,sa.31 ma.51,sa.31 ma.51,,,Peiros2004a,,false,
Yongde-72_seed-1,,Yongde,72_seed,maŋ.31 wu.13 ma,maŋ.31 wu.13 ma,,,Peiros2004a,,false,
Pangpin-72_seed-1,,Pangpin,72_seed,čhak.31,čhak.31,,,Peiros2004a,,false,
Gantang-72_seed-1,,Gantang,72_seed,ʔaŋ.51,ʔaŋ.51,,,Peiros2004a,,false,
Mangan-72_seed-1,,Mangan,72_seed,si.55 ma.51,si.55 ma.51,,,Peiros2004a,,false,
Plang-72_seed-1,,Plang,72_seed,ku.33 ćəʔ.31,ku.33 ćəʔ.31,,,Peiros2004a,,false,
Wa-72_seed-1,,Wa,72_seed,səmɛ.B,səmɛ.B,,,Peiros2004a,,false,
Guanshuang-72_seed-1,,Guanshuang,72_seed,hma.2,hma.2,,,Peiros2004a,,false,
Mane-72_seed-1,,Mane,72_seed,nhoi.35,nhoi.35,,,Peiros2004a,,false,
Deang-72_seed-1,,Deang,72_seed,səmar,səmar,,,Peiros2004a,,false,
Rumai-72_seed-1,,Rumai,72_seed,kə.55 aŋ.412,kə.55 aŋ.412,,,Peiros2004a,,false,
Khasi-72_seed-1,,Khasi,72_seed,synbai,synbai,,,Peiros2004a,,false,
Juang-72_seed-1,,Juang,72_seed,eʒaŋ,eʒaŋ,,,Peiros2004a,,false,
Bonda-72_seed-1,,Bonda,72_seed,liki,liki,,,Peiros2004a,,false,
Sora-72_seed-1,,Sora,72_seed,ab'aj,ab'aj,,,Peiros2004a,,true,-1
Parengi-72_seed-1,,Parengi,72_seed,monzi,monzi,,,Peiros2004a,,false,
Santali-72_seed-1,,Santali,72_seed,ita,ita,,,Peiros2004a,,false,
Mundari-72_seed-1,,Mundari,72_seed,hita,hita,,,Peiros2004a,,false,
Car-72_seed-1,,Car,72_seed,ku-lɨl,ku-lɨl,,,Peiros2004a,,false,
Nancawri-72_seed-1,,Nancawri,72_seed,o-köŋ-hare (M),o-köŋ-hare,,,Peiros2004a,,false,
MDip-72_seed-2,,MDip,72_seed,grap ndil,grap ndil,,,Peiros2004a,,false,
Ma2-72_seed-2,,Ma2,72_seed,gar sətil,gar sətil,,,Peiros2004a,,false,
Hadang-72_seed-2,,Hadang,72_seed,hnwaŋ ʒek,hnwaŋ ʒek,,,Peiros2004a,,false,
Veh-72_seed-2,,Veh,72_seed,klɔŋ tiel,klɔŋ tiel,,,Peiros2004a,,false,
Stieng-73_sit-1,,Stieng,73_sit,goʔ,goʔ,,,Peiros2004a,,false,
Chrau-73_sit-1,,Chrau,73_sit,guʔ,guʔ,,,Peiros2004a,,false,
MRolom-73_sit-1,,MRolom,73_sit,guk,guk,,,Peiros2004a,,false,
MBunong-73_sit-1,,MBunong,73_sit,guʔ,guʔ,,,Peiros2004a,,false,
MDip-73_sit-1,,MDip,73_sit,guʔ,guʔ,,,Peiros2004a,,false,
Ma1-73_sit-1,,Ma1,73_sit,ʔguj,ʔguj,,,Peiros2004a,,false,
Ma2-73_sit-1,,Ma2,73_sit,guj,guj,,,Peiros2004a,,false,
Sre-73_sit-1,,Sre,73_sit,ŋguj,ŋguj,,,Peiros2004a,,false,
KahoChil-73_sit-1,,KahoChil,73_sit,ŋguj,ŋguj,,,Peiros2004a,,false,
KorCua-73_sit-1,,KorCua,73_sit,ʔaŋuj,ʔaŋuj,,,Peiros2004a,,false,
Kadong-73_sit-1,,Kadong,73_sit,tiən,tiən,,,Peiros2004a,,false,
Hadang-73_sit-1,,Hadang,73_sit,tiən,tiən,,,Peiros2004a,,false,
Hre-73_sit-1,,Hre,73_sit,aŋuj,aŋuj,,,Peiros2004a,,false,
Rengao-73_sit-1,,Rengao,73_sit,ʔwej.T,ʔwej.T,,,Peiros2004a,,false,
Didra-73_sit-1,,Didra,73_sit,ʔwaj,ʔwaj,,,Peiros2004a,,false,
Sedang-73_sit-1,,Sedang,73_sit,ɲup.L,ɲup.L,,,Peiros2004a,,false,
Panong-73_sit-1,,Panong,73_sit,tɛt,tɛt,,,Peiros2004a,,false,
Halang-73_sit-1,,Halang,73_sit,həʔnol.B,həʔnol.B,,,Peiros2004a,,false,
Jeh-73_sit-1,,Jeh,73_sit,siʔnan.L,siʔnan.L,,,Peiros2004a,,false,
Veh-73_sit-1,,Veh,73_sit,təvəj,təvəj,,,Peiros2004a,,false,
Je-73_sit-1,,Je,73_sit,nə́l.33,nə́l.33,,,Peiros2004a,,false,
Arak-73_sit-1,,Arak,73_sit,təʔoj,təʔoj,,,Peiros2004a,,false,
Bahnar-73_sit-1,,Bahnar,73_sit,ʔuəj,ʔuəj,,,Peiros2004a,,false,
Tempuan-73_sit-1,,Tempuan,73_sit,ŋʔwaj,ŋʔwaj,,,Peiros2004a,,false,
Oy-73_sit-1,,Oy,73_sit,kuam,kuam,,,Peiros2004a,,false,
Nhaheun-73_sit-1,,Nhaheun,73_sit,kwo,kwo,,,Peiros2004a,,false,
Jru-73_sit-1,,Jru,73_sit,ŋɔk,ŋɔk,,,Peiros2004a,,false,
Tariang-73_sit-1,,Tariang,73_sit,ʒot,ʒot,,,Peiros2004a,,false,
Kantu-73_sit-1,,Kantu,73_sit,ʔitʌt,ʔitʌt,,,Peiros2004a,,false,
Katu-73_sit-1,,Katu,73_sit,tət,tət,,,Peiros2004a,,false,
Dakkang-73_sit-1,,Dakkang,73_sit,ʔop,ʔop,,,Peiros2004a,,false,
Pakoh-73_sit-1,,Pakoh,73_sit,tiku,tiku,,,Peiros2004a,,false,
Taoih-73_sit-1,,Taoih,73_sit,ŋəw.L,ŋəw.L,,,Peiros2004a,,false,
Ong-73_sit-1,,Ong,73_sit,taku,taku,,,Peiros2004a,,false,
Taoi-73_sit-1,,Taoi,73_sit,təku.A,təku.A,,,Peiros2004a,,false,
Nge-73_sit-1,,Nge,73_sit,taŋo,taŋo,,,Peiros2004a,,false,
Kui-73_sit-1,,Kui,73_sit,təkaw.N,təkaw.N,,,Peiros2004a,,false,
Neu-73_sit-1,,Neu,73_sit,takəw,takəw,,,Peiros2004a,,false,
Bru-73_sit-1,,Bru,73_sit,təku.B,təku.B,,,Peiros2004a,,false,
BruVK-73_sit-1,,BruVK,73_sit,taku,taku,,,Peiros2004a,,false,
Mak-73_sit-1,,Mak,73_sit,təku,təku,,,Peiros2004a,,false,
So-73_sit-1,,So,73_sit,taku,taku,,,Peiros2004a,,false,
Tri-73_sit-1,,Tri,73_sit,taku,taku,,,Peiros2004a,,false,
Mon-73_sit-1,,Mon,73_sit,gaʒaʔ,gaʒaʔ,,,Peiros2004a,,false,
Semelai-73_sit-1,,Semelai,73_sit,kəmkhom,kəmkhom,,,Peiros2004a,,false,
SemoqBeri-73_sit-1,,SemoqBeri,73_sit,khom,khom,,,Peiros2004a,,false,
Kensiw-73_sit-1,,Kensiw,73_sit,ŋɔk,ŋɔk,,,Peiros2004a,,false,
Jahai-73_sit-1,,Jahai,73_sit,ŋɔk,ŋɔk,,,Peiros2004a,,false,
JahHut-73_sit-1,,JahHut,73_sit,ŋɔk,ŋɔk,,,Peiros2004a,,false,
Semai-73_sit-1,,Semai,73_sit,gəj,gəj,,,Peiros2004a,,false,
Temiar-73_sit-1,,Temiar,73_sit,gəl,gəl,,,Peiros2004a,,false,
Khmer-73_sit-1,,Khmer,73_sit,ʔəŋguj,ʔəŋguj,,,Peiros2004a,,false,
KSurin-73_sit-1,,KSurin,73_sit,ŋkuj,ŋkuj,,,Peiros2004a,,false,
ChongH-73_sit-1,,ChongH,73_sit,kəj.A,kəj.A,,,Peiros2004a,,false,
Chong-73_sit-1,,Chong,73_sit,kɨj.A,kɨj.A,,,Peiros2004a,,false,
Kasong-73_sit-1,,Kasong,73_sit,kɨl.C,kɨl.C,,,Peiros2004a,,false,
Samre-73_sit-1,,Samre,73_sit,kɨr.A,kɨr.A,,,Peiros2004a,,false,
PhongV-73_sit-1,,PhongV,73_sit,ŋoj.21,ŋoj.21,,,Peiros2004a,,false,
Tuum-73_sit-1,,Tuum,73_sit,ŋuj.33,ŋuj.33,,,Peiros2004a,,false,
Liha-73_sit-1,,Liha,73_sit,ŋoj.43,ŋoj.43,,,Peiros2004a,,false,
Cuoi-73_sit-1,,Cuoi,73_sit,ŋoj.243ʔ,ŋoj.243ʔ,,,Peiros2004a,,false,
Vietnamese-73_sit-1,,Vietnamese,73_sit,ngồi,ngồi,,,Peiros2004a,,false,
MuongKoi-73_sit-1,,MuongKoi,73_sit,ŋoj.1,ŋoj.1,,,Peiros2004a,,false,
ThoMon-73_sit-1,,ThoMon,73_sit,ŋoj.434,ŋoj.434,,,Peiros2004a,,false,
Ruc-73_sit-1,,Ruc,73_sit,ŋuj.2,ŋuj.2,,,Peiros2004a,,false,
Arem-73_sit-1,,Arem,73_sit,ŋùəj,ŋùəj,,,Peiros2004a,,false,
KhaPhong-73_sit-1,,KhaPhong,73_sit,sədu.33,sədu.33,,,Peiros2004a,,false,
Malieng-73_sit-1,,Malieng,73_sit,taduh.14,taduh.14,,,Peiros2004a,,false,
ThavungSo-73_sit-1,,ThavungSo,73_sit,cuŋ.3,cuŋ.3,,,Peiros2004a,,false,
Thavung-73_sit-1,,Thavung,73_sit,cuŋ,cuŋ,,,Peiros2004a,,false,
Mang-73_sit-1,,Mang,73_sit,dan.51,dan.51,,,Peiros2004a,,false,
Paliu-73_sit-1,,Paliu,73_sit,jəm.53,jəm.53,,,Peiros2004a,,false,
Bugan-73_sit-1,,Bugan,73_sit,ɲa.33,ɲa.33,,,Peiros2004a,,false,
Khmu-73_sit-1,,Khmu,73_sit,den,den,,,Peiros2004a,,false,
KxinhMul-73_sit-1,,KxinhMul,73_sit,kaliən.33,kaliən.33,,,Peiros2004a,,false,
Ksinmul-73_sit-1,,Ksinmul,73_sit,kliən,kliən,,,Peiros2004a,,false,
Khang-73_sit-1,,Khang,73_sit,ɲon.35,ɲon.35,,,Peiros2004a,,true,WA
Bit-73_sit-1,,Bit,73_sit,ɲiɔʔ,ɲiɔʔ,,,Peiros2004a,,false,
Mlabri-73_sit-1,,Mlabri,73_sit,ŋho,ŋho,,,Peiros2004a,,false,
Pray-73_sit-1,,Pray,73_sit,tɔm,tɔm,,,Peiros2004a,,false,
Phong-73_sit-1,,Phong,73_sit,jəʔ,jəʔ,,,Peiros2004a,,false,
Iduh-73_sit-1,,Iduh,73_sit,jiʔ,jiʔ,,,Peiros2004a,,false,
Hu-73_sit-1,,Hu,73_sit,ɔt.33 theʔ.55,ɔt.33 theʔ.55,,,Peiros2004a,,false,
Khamet-73_sit-1,,Khamet,73_sit,thɛʔ.53,thɛʔ.53,,,Peiros2004a,,false,
Khme-73_sit-1,,Khme,73_sit,thiɛ.51,thiɛ.51,,,Peiros2004a,,false,
Shuangdiang-73_sit-1,,Shuangdiang,73_sit,ćhok.51,ćhok.51,,,Peiros2004a,,false,
Yongde-73_sit-1,,Yongde,73_sit,ɲɔn.51,ɲɔn.51,,,Peiros2004a,,false,
Pangpin-73_sit-1,,Pangpin,73_sit,čhoʔ.51,čhoʔ.51,,,Peiros2004a,,false,
Gantang-73_sit-1,,Gantang,73_sit,ŋot.55,ŋot.55,,,Peiros2004a,,false,
Mangan-73_sit-1,,Mangan,73_sit,ćhyək.51,ćhyək.51,,,Peiros2004a,,false,
Plang-73_sit-1,,Plang,73_sit,mhok.33,mhok.33,,,Peiros2004a,,false,
Wa-73_sit-1,,Wa,73_sit,ŋɔm.B,ŋɔm.B,,,Peiros2004a,,false,
Guanshuang-73_sit-1,,Guanshuang,73_sit,ʔot.1,ʔot.1,,,Peiros2004a,,false,
Mane-73_sit-1,,Mane,73_sit,mok.35,mok.35,,,Peiros2004a,,false,
Deang-73_sit-1,,Deang,73_sit,ŋoi,ŋoi,,,Peiros2004a,,false,
Rumai-73_sit-1,,Rumai,73_sit,âk.55,âk.55,,,Peiros2004a,,false,
Khasi-73_sit-1,,Khasi,73_sit,shoŋ,shoŋ,,,Peiros2004a,,false,
Kharia-73_sit-1,,Kharia,73_sit,ḍoko,ḍoko,,,Peiros2004a,,false,
Juang-73_sit-1,,Juang,73_sit,ḍoko,ḍoko,,,Peiros2004a,,false,
Bonda-73_sit-1,,Bonda,73_sit,leʔ,leʔ,,,Peiros2004a,,false,
Sora-73_sit-1,,Sora,73_sit,gob,gob,,,Peiros2004a,,false,
Parengi-73_sit-1,,Parengi,73_sit,koko,koko,,,Peiros2004a,,false,
Santali-73_sit-1,,Santali,73_sit,duṛup,duṛup,,,Peiros2004a,,false,
Mundari-73_sit-1,,Mundari,73_sit,dup,dup,,,Peiros2004a,,false,
Korku-73_sit-1,,Korku,73_sit,suban,suban,,,Peiros2004a,,false,
Car-73_sit-1,,Car,73_sit,uc,uc,,,Peiros2004a,,false,
Nancawri-73_sit-1,,Nancawri,73_sit,pöya (M),pöya,,,Peiros2004a,,false,
Hu-73_sit-2,,Hu,73_sit,ɔt.33 theʔ.55,ɔt.33 theʔ.55,,,Peiros2004a,,false,
Kharia-73_sit-2,,Kharia,73_sit,ḍoko,ḍoko,,,Peiros2004a,,false,
Juang-73_sit-2,,Juang,73_sit,ḍoko,ḍoko,,,Peiros2004a,,false,
Stieng-74_skin-1,,Stieng,74_skin,pek,pek,,,Peiros2004a,,true,KMR
Chrau-74_skin-1,,Chrau,74_skin,nto,nto,,,Peiros2004a,,false,
MRolom-74_skin-1,,MRolom,74_skin,taw,taw,,,Peiros2004a,,false,
MBunong-74_skin-1,,MBunong,74_skin,ntəw,ntəw,,,Peiros2004a,,false,
MDip-74_skin-1,,MDip,74_skin,ndo,ndo,,,Peiros2004a,,false,
Ma1-74_skin-1,,Ma1,74_skin,klit,klit,,,Peiros2004a,,true,CHAM
Ma2-74_skin-1,,Ma2,74_skin,kəto,kəto,,,Peiros2004a,,false,
Sre-74_skin-1,,Sre,74_skin,gəltau,gəltau,,,Peiros2004a,,false,
KahoChil-74_skin-1,,KahoChil,74_skin,kəntɔ,kəntɔ,,,Peiros2004a,,false,
KorCua-74_skin-1,,KorCua,74_skin,kaduh,kaduh,,,Peiros2004a,,false,
Kadong-74_skin-1,,Kadong,74_skin,kal,kal,,,Peiros2004a,,false,
Hadang-74_skin-1,,Hadang,74_skin,kar,kar,,,Peiros2004a,,false,
Hre-74_skin-1,,Hre,74_skin,akea,akea,,,Peiros2004a,,false,
Rengao-74_skin-1,,Rengao,74_skin,həkar.T,həkar.T,,,Peiros2004a,,false,
Didra-74_skin-1,,Didra,74_skin,akia,akia,,,Peiros2004a,,false,
Sedang-74_skin-1,,Sedang,74_skin,kea.T,kea.T,,,Peiros2004a,,false,
Panong-74_skin-1,,Panong,74_skin,dak,dak,,,Peiros2004a,,false,
Halang-74_skin-1,,Halang,74_skin,par,par,,,Peiros2004a,,false,
Jeh-74_skin-1,,Jeh,74_skin,pal.T,pal.T,,,Peiros2004a,,false,
Veh-74_skin-1,,Veh,74_skin,par,par,,,Peiros2004a,,false,
Je-74_skin-1,,Je,74_skin,pal.33,pal.33,,,Peiros2004a,,false,
Arak-74_skin-1,,Arak,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
Bahnar-74_skin-1,,Bahnar,74_skin,ʔəkar,ʔəkar,,,Peiros2004a,,false,
Tempuan-74_skin-1,,Tempuan,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
Oy-74_skin-1,,Oy,74_skin,sruat,sruat,,,Peiros2004a,,false,
Nhaheun-74_skin-1,,Nhaheun,74_skin,sruat,sruat,,,Peiros2004a,,false,
Jru-74_skin-1,,Jru,74_skin,sruat,sruat,,,Peiros2004a,,false,
Tariang-74_skin-1,,Tariang,74_skin,ruat,ruat,,,Peiros2004a,,false,
Kantu-74_skin-1,,Kantu,74_skin,ʔəŋkar,ʔəŋkar,,,Peiros2004a,,false,
Katu-74_skin-1,,Katu,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
Dakkang-74_skin-1,,Dakkang,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
LaoKatu-74_skin-1,,LaoKatu,74_skin,kar,kar,,,Peiros2004a,,false,
Pakoh-74_skin-1,,Pakoh,74_skin,nkar,nkar,,,Peiros2004a,,false,
Taoih-74_skin-1,,Taoih,74_skin,ŋkʌr,ŋkʌr,,,Peiros2004a,,false,
Ong-74_skin-1,,Ong,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
Taoi-74_skin-1,,Taoi,74_skin,ŋkar.A,ŋkar.A,,,Peiros2004a,,false,
Nge-74_skin-1,,Nge,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
Kui-74_skin-1,,Kui,74_skin,səbɛʔ.N,səbɛʔ.N,,,Peiros2004a,,true,KMR
Neu-74_skin-1,,Neu,74_skin,səpɛʔ ,səpɛʔ,,,Peiros2004a,,false,
Bru-74_skin-1,,Bru,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
BruVK-74_skin-1,,BruVK,74_skin,ŋkʌr,ŋkʌr,,,Peiros2004a,,false,
Mak-74_skin-1,,Mak,74_skin,ŋkar,ŋkar,,,Peiros2004a,,false,
So-74_skin-1,,So,74_skin,nkɛl,nkɛl,,,Peiros2004a,,false,
Tri-74_skin-1,,Tri,74_skin,ŋkâr,ŋkâr,,,Peiros2004a,,false,
Nyakur-74_skin-1,,Nyakur,74_skin,hnam.1,hnam.1,,,Peiros2004a,,false,
Mon-74_skin-1,,Mon,74_skin,snam,snam,,,Peiros2004a,,false,
Semelai-74_skin-1,,Semelai,74_skin,kulit,kulit,,,Peiros2004a,,true,MALAY
SemoqBeri-74_skin-1,,SemoqBeri,74_skin,gətu,gətu,,,Peiros2004a,,false,
Kensiw-74_skin-1,,Kensiw,74_skin,katəʔ,katəʔ,,,Peiros2004a,,false,
Jahai-74_skin-1,,Jahai,74_skin,kətɨʔ,kətɨʔ,,,Peiros2004a,,false,
JahHut-74_skin-1,,JahHut,74_skin,kətuʔ,kətuʔ,,,Peiros2004a,,false,
Semai-74_skin-1,,Semai,74_skin,gtəʔ,gtəʔ,,,Peiros2004a,,false,
Temiar-74_skin-1,,Temiar,74_skin,sɛmpoʔ,sɛmpoʔ,,,Peiros2004a,,false,
Khmer-74_skin-1,,Khmer,74_skin,spek,spek,,,Peiros2004a,,false,
KSurin-74_skin-1,,KSurin,74_skin,sbɛʔ,sbɛʔ,,,Peiros2004a,,false,
ChongH-74_skin-1,,ChongH,74_skin,lɔʔ.A,lɔʔ.A,,,Peiros2004a,,false,
Chong-74_skin-1,,Chong,74_skin,khəloʔ.A,khəloʔ.A,,,Peiros2004a,,false,
Kasong-74_skin-1,,Kasong,74_skin,thalo.B,thalo.B,,,Peiros2004a,,false,
Samre-74_skin-1,,Samre,74_skin,talo.C,talo.C,,,Peiros2004a,,false,
PhongV-74_skin-1,,PhongV,74_skin,khlot.21,khlot.21,,,Peiros2004a,,false,
Tuum-74_skin-1,,Tuum,74_skin,khlaot.212,khlaot.212,,,Peiros2004a,,false,
Liha-74_skin-1,,Liha,74_skin,khlot.24,khlot.24,,,Peiros2004a,,false,
Cuoi-74_skin-1,,Cuoi,74_skin,khrɔt.24,khrɔt.24,,,Peiros2004a,,false,
Vietnamese-74_skin-1,,Vietnamese,74_skin,da,da,,,Peiros2004a,,false,
MuongKoi-74_skin-1,,MuongKoi,74_skin,da.2,da.2,,,Peiros2004a,,false,
ThoMon-74_skin-1,,ThoMon,74_skin,ta.43,ta.43,,,Peiros2004a,,false,
Ruc-74_skin-1,,Ruc,74_skin,karɔt,karɔt,,,Peiros2004a,,false,
Arem-74_skin-1,,Arem,74_skin,aruət,aruət,,,Peiros2004a,,false,
KhaPhong-74_skin-1,,KhaPhong,74_skin,karot.33,karot.33,,,Peiros2004a,,false,
Malieng-74_skin-1,,Malieng,74_skin,kuɣot.24,kuɣot.24,,,Peiros2004a,,false,
ThavungSo-74_skin-1,,ThavungSo,74_skin,khalot.2,khalot.2,,,Peiros2004a,,false,
Thavung-74_skin-1,,Thavung,74_skin,khaʔ lot.B,khaʔ lot.B,,,Peiros2004a,,false,
Mang-74_skin-1,,Mang,74_skin,hak.51,hak.51,,,Peiros2004a,,false,
Paliu-74_skin-1,,Paliu,74_skin,nbuŋ.55,nbuŋ.55,,,Peiros2004a,,false,
Bugan-74_skin-1,,Bugan,74_skin,buŋ.31,buŋ.31,,,Peiros2004a,,false,
Khmu-74_skin-1,,Khmu,74_skin,həmpur,həmpur,,,Peiros2004a,,false,
KxinhMul-74_skin-1,,KxinhMul,74_skin,bɨŋ.31,bɨŋ.31,,,Peiros2004a,,false,
Ksinmul-74_skin-1,,Ksinmul,74_skin,bɨŋ,bɨŋ,,,Peiros2004a,,false,
Khang-74_skin-1,,Khang,74_skin,tak.31 ʔɨŋ.35,tak.31 ʔɨŋ.35,,,Peiros2004a,,false,
Bit-74_skin-1,,Bit,74_skin,tənəŋ,tənəŋ,,,Peiros2004a,,true,TAI
Mlabri-74_skin-1,,Mlabri,74_skin,gugu,gugu,,,Peiros2004a,,false,
Pray-74_skin-1,,Pray,74_skin,suah,suah,,,Peiros2004a,,false,
Phong-74_skin-1,,Phong,74_skin,ktɔh,ktɔh,,,Peiros2004a,,false,
Iduh-74_skin-1,,Iduh,74_skin,gatɔ̂,gatɔ̂,,,Peiros2004a,,false,
Hu-74_skin-1,,Hu,74_skin,n kuʔ.55,n kuʔ.55,,,Peiros2004a,,false,
Khamet-74_skin-1,,Khamet,74_skin,a kuʔ.53,a kuʔ.53,,,Peiros2004a,,false,
